Heading,Description,Date_Source
Delhi: PWD 'confident' of completing 6-lane Ashram flyover extension work by November,"The six-lane flyover will end traffic bottlenecks at Ashram Chowk, a major intersection of Ring Road and Mathura Road. The total length of the flyover, including the ramp, is 1,425 metres.","India TV News Desk | October 18, 2022 19:24 IST"
"PM Modi to inaugurate DefExpo, launch development projects in Gujarat today","The grand event will also have the first-ever Investors' Meet for defence, having more than 100 startups to showcase their innovations, with 451 partnerships and launches likely to be sealed.","India TV News Desk | October 19, 2022 0:32 IST"
"Jayalalithaa death: Panel faults close aide Sasikala, doctor; recommends probe","Jayalalithaa death: The panel's report, that was tabled by the state government in the Assembly also indicted former Health Minister C Vijayabaskar, medical doctor K S Sivakumar (Sasikala's relative) and the then Health Secretary J Radhakrishnan and recommended a probe against all the four persons.","India TV News Desk | October 18, 2022 23:48 IST"
"Good news for farmers! Govt hikes wheat MSP by Rs 110 to Rs 2,125/quintal; 2-9% rise in 6 rabi crops","Wheat MSP has been raised by 5.45 per cent to Rs 2,125 per quintal from Rs 2,015 per quintal to encourage more area under the crop amid tight government stock position owing to low procurement, fall in production and higher exports.","India TV News Desk | October 18, 2022 19:06 IST"
"Rahul Gandhi, Lord Ram's names begin with 'R', coincidence, says Congress' Nana Patole",Nana Patole's remark came after Rajasthan Minister Parsadi Lal Meena's said that Rahul Gandhi is walking more than Lord Ram walked from Ayodhya to Sri Lanka.,"India TV News Desk | October 18, 2022 18:08 IST"
"Pakistan 'fingers on the lips' when asked if Dawood, Hafiz Saeed be handed over to India | WATCH","The assembly will see participation from 195 member countries comprising ministers, police chiefs of countries, heads of national central bureaus and senior police officers.","India TV News Desk | October 18, 2022 18:09 IST"
OPINION | How can you compare Sisodia’s questioning with Bhagat Singh’s martyrdom?,"According to CBI sources, Sisodia was questioned about his connections with liquor businessmen Amit Arora, Dinesh Arora and a media person, all named as accused in the FIR.","India TV News Desk | October 18, 2022 16:37 IST"
ED attaches Rs 185 crore worth of assets of Surya Pharmaceuticals,"The money laundering case stems from two CBI FIRs, filed on the complaint of State Bank of India (SBI), Chandigarh and Punjab and Sind Bank, Karnal, against the company and its managing director.","India TV News Desk | October 18, 2022 17:44 IST"
"Two minors from Rajasthan, who were kidnapped, found dead in Delhi; third boy managed to escape","Rajasthan minor boys murdered: Earlier in the day, the crime Branch team of Bhiwadi, Rajasthan along with Delhi Police, visited the spot and conducted a search operation.","India TV News Desk | October 18, 2022 16:44 IST"
Chhath-Diwali 2022 Special Trains: Indian Railways to run 211 festival special trains | Details,"Special Trains have been planned to connect major destinations across the country on railway routes, like Darbhanga, Azamgarh, Saharsa, Bhagalpur, Muzaffarpur, Firozpur, Patna, Katihar and Amritsar etc.","India TV News Desk | October 18, 2022 18:03 IST"
"Umar Khalid to stay in jail as Delhi HC dismisses plea, says, 'no merit'","Delhi 2020 riots case: Umar Khalid had been arrested by Delhi Police in September 2020 under the anti-terror law Unlawful Activities (Prevention) Act (UAPA) and provisions of the Indian Penal Code for allegedly being the ""masterminds"" of the February 2020 riots.","India TV News Desk | October 18, 2022 19:30 IST"
Dog attack menace: What are guidelines for pet owners and victim’s legal rights - Explained,"Dog Menace: In the last couple of months, dog bite indents see a sharp raise which is a major cause of concern for the local authority.","India TV News Desk | October 18, 2022 14:52 IST"
BJP's Kapil Mishra dares Sisodia: 'Undergo lie detector test over allegations against CBI',"Manish Sisodia, who was questioned for over nine hours on Monday at the CBI headquarters in connection with the alleged Delhi Excise policy scam, had claimed that he was offered the chief minister's post if he quit the AAP.","India TV News Desk | October 18, 2022 14:43 IST"
IMD forecasts cyclone over Bay of Bengal this weekend,"A low-pressure area is likely to form over the southeast and adjoining the eastcentral Bay of Bengal over the next 48 hours, the weather office has said.","India TV News Desk | October 18, 2022 14:18 IST"
"Noida dog attack: 'Don't run, scream, or jump', experts advise caution in case of canine menace","Noida dog attack: The deceased was the son of construction workers, who were working inside the society at the time of the incident. Soon after the news spread, people gathered at the society and protested the death of the child.","India TV News Desk | October 18, 2022 13:54 IST"
Bilkis Bano case: SC to hear pleas against release of 11 convicts on November 29,Bilkis Bano was 21 years old and five-month pregnant when she was gang-raped while fleeing the riots that broke out after the Godhra train burning incident. Her three-year-old daughter was among the seven family members killed.,"India TV News Desk | October 18, 2022 13:22 IST"
"IRCTC scam case: CBI’s demand to cancel bail rejected, court warns Tejashwi Yadav to speak carefully","IRCTC scam case: Delhi’s Rouse Avenue Court, while giving a relief to Bihar Deputy Chief Minister Tejashwi Yadav by rejecting CBI's demand to cancel his bail, warns RJD leader to speak carefully on the case.","India TV News Desk | October 18, 2022 12:57 IST"
"Kedarnath helicopter crash: Chopper carrying pilgrims crashes killing 7, including pilot",Kedarnath helicopter crash: Civil Aviation Minister Jyotiraditya Scindia expressed anguish over the incident and said that he constantly monitoring the situation.,"India TV News Desk | October 18, 2022 14:57 IST"
"Odisha: Man tied to two-wheeler, forced to run 2 km for failing to repay Rs 1,500 | Video","The accused were arrested and charged with wrongful confinement, kidnapping and attempt to murder.","India TV News Desk | October 18, 2022 11:53 IST"
Maharashtra govt warns of COVID-19 spike; new variants reported ahead of festive season,"Maharashtra: A health bulletin on Monday said the COVID-19 cases rose by 17.7 per cent in the state between October 10 and 16, as compared to between October 3 and 9.","India TV News Desk | October 18, 2022 11:49 IST"
"CA Final Exam 2022: Admit card Exam date, hall ticket download",CA Final Exam Admit Card 2022: The wait of students for CA Final Admit card 2022 of November Exam date ended as the official website of ICAI uploaded the links for downloading.,"India TV News Desk | October 18, 2022 11:15 IST"
Delhi's air quality remains 'poor'; no improvement likely in next six days,"Delhi: The MeT Office has forecast mainly clear sky later in the day, with the maximum temperature expected to settle around 32 degrees Celsius.","India TV News Desk | October 18, 2022 11:00 IST"
Noida: Seven-month-old mauled by stray dog inside housing society; dies of injuries,Noida: The incident took place inside the premises of Lotus Boulevard society in Sector 100 around 4.30 pm on Monday.,"India TV News Desk | October 18, 2022 11:13 IST"
"COVID-19: India reports 1,542 fresh cases in past 24 hours; Health Minister to review situation",COVID-19 Update: Union Health Minister Mansukh Mandaviya will review the coronavirus situation and the ongoing vaccination drive today.,"India TV News Desk | October 18, 2022 9:57 IST"
Lothal complex represents our resolve to celebrate India's rich maritime history: PM Modi,"National Maritime Heritage Complex, work on which started in March, is being developed at a cost of around Rs 3,500 crore.","India TV News Desk | October 18, 2022 19:02 IST"
"NIA raids multiple locations across states to probe nexus between terrorists, drug smugglers","NIA raids were conducted to disrupt and dismantle the emerging nexus between terrorists, gangsters, drug smugglers and traffickers based in India and abroad.","India TV News Desk | October 18, 2022 11:28 IST"
"Pune: Intense rains pound city; several areas waterlogged, locals rescued","Pune: Several areas such as Hadapsar, Market Yard, Sinhgad Road, NIBM, B T Kawade Road, and Katraj witnessed water-logging and inundation.","India TV News Desk | October 18, 2022 8:41 IST"
Diwali 2022: PM to celebrate festival in Ayodhya; check his schedule,Diwali 2022: Prime Minister Narendra Modi is scheduled to visit Ayodhya to celebrate Diwali. The main attraction on Diwali in Ayodhya will be 'Deepotsav' which is being organized by UP government.,"India TV News Desk | October 18, 2022 10:33 IST"
90th Interpol General Assembly: Traffic restrictions in Delhi between October 18-21; jams likely,"90th Interpol General Assembly: Delhi Traffic Police has advised organisations in Lutyens' Delhi to either allow work from home for their employees or opt for staggered working hours for four days, in light of the event.","India TV News Desk | October 18, 2022 8:10 IST"
